,a_img,a_embedding,b_img,b_embedding,genuine,a_gender_lfw,a_gender_insightface,a_pemiu_img,a_pemiu_gender_insightface
2712,../data/lfw_align/Alain_Cervantes/Alain_Cervantes_0001.png,../data/features_cleaner/Alain_Cervantes_0001.npy,../data/lfw_align/Pierre_Png/Pierre_Png_0001.png,../data/features_cleaner/Pierre_Png_0001.npy,False,M,M,sample_images/Alain_Cervantes_0001_pemiu.png,F
2713,../data/lfw_align/Alanna_Ubach/Alanna_Ubach_0001.png,../data/features_cleaner/Alanna_Ubach_0001.npy,../data/lfw_align/Paul_Gascoigne/Paul_Gascoigne_0001.png,../data/features_cleaner/Paul_Gascoigne_0001.npy,False,F,F,sample_images/Alanna_Ubach_0001_pemiu.png,M
2714,../data/lfw_align/Alec_Baldwin/Alec_Baldwin_0004.png,../data/features_cleaner/Alec_Baldwin_0004.npy,../data/lfw_align/Goh_Kun/Goh_Kun_0002.png,../data/features_cleaner/Goh_Kun_0002.npy,False,M,M,sample_images/Alec_Baldwin_0004_pemiu.png,M
2715,../data/lfw_align/Alex_Holmes/Alex_Holmes_0001.png,../data/features_cleaner/Alex_Holmes_0001.npy,../data/lfw_align/Beatrice_Dalle/Beatrice_Dalle_0001.png,../data/features_cleaner/Beatrice_Dalle_0001.npy,False,M,M,sample_images/Alex_Holmes_0001_pemiu.png,F
2716,../data/lfw_align/Alfred_Sant/Alfred_Sant_0001.png,../data/features_cleaner/Alfred_Sant_0001.npy,../data/lfw_align/Randall_Tobias/Randall_Tobias_0001.png,../data/features_cleaner/Randall_Tobias_0001.npy,False,M,M,sample_images/Alfred_Sant_0001_pemiu.png,F
2717,../data/lfw_align/Alfredo_Moreno/Alfredo_Moreno_0001.png,../data/features_cleaner/Alfredo_Moreno_0001.npy,../data/lfw_align/Dyab_Abou_Jahjah/Dyab_Abou_Jahjah_0001.png,../data/features_cleaner/Dyab_Abou_Jahjah_0001.npy,False,M,M,sample_images/Alfredo_Moreno_0001_pemiu.png,M
2718,../data/lfw_align/Alfredo_Moreno/Alfredo_Moreno_0001.png,../data/features_cleaner/Alfredo_Moreno_0001.npy,../data/lfw_align/Suzanne_Torrance/Suzanne_Torrance_0001.png,../data/features_cleaner/Suzanne_Torrance_0001.npy,False,M,M,sample_images/Alfredo_Moreno_0001_pemiu.png,M
2719,../data/lfw_align/Alfredo_Pena/Alfredo_Pena_0001.png,../data/features_cleaner/Alfredo_Pena_0001.npy,../data/lfw_align/Emmanuel_Milingo/Emmanuel_Milingo_0001.png,../data/features_cleaner/Emmanuel_Milingo_0001.npy,False,M,M,sample_images/Alfredo_Pena_0001_pemiu.png,M
2720,../data/lfw_align/Alvaro_Noboa/Alvaro_Noboa_0001.png,../data/features_cleaner/Alvaro_Noboa_0001.npy,../data/lfw_align/Phan_Van_Khai/Phan_Van_Khai_0001.png,../data/features_cleaner/Phan_Van_Khai_0001.npy,False,M,M,sample_images/Alvaro_Noboa_0001_pemiu.png,F
2721,../data/lfw_align/Alvaro_Noboa/Alvaro_Noboa_0002.png,../data/features_cleaner/Alvaro_Noboa_0002.npy,../data/lfw_align/Timothy_Rigas/Timothy_Rigas_0001.png,../data/features_cleaner/Timothy_Rigas_0001.npy,False,M,M,sample_images/Alvaro_Noboa_0002_pemiu.png,F
2722,../data/lfw_align/Amanda_Coetzer/Amanda_Coetzer_0001.png,../data/features_cleaner/Amanda_Coetzer_0001.npy,../data/lfw_align/Bridgette_Wilson-Sampras/Bridgette_Wilson-Sampras_0002.png,../data/features_cleaner/Bridgette_Wilson-Sampras_0002.npy,False,F,F,sample_images/Amanda_Coetzer_0001_pemiu.png,M
2723,../data/lfw_align/Amanda_Coetzer/Amanda_Coetzer_0001.png,../data/features_cleaner/Amanda_Coetzer_0001.npy,../data/lfw_align/Eddie_Jordan/Eddie_Jordan_0001.png,../data/features_cleaner/Eddie_Jordan_0001.npy,False,F,F,sample_images/Amanda_Coetzer_0001_pemiu.png,M
2724,../data/lfw_align/Amer_al-Saadi/Amer_al-Saadi_0004.png,../data/features_cleaner/Amer_al-Saadi_0004.npy,../data/lfw_align/Miguel_Cotto/Miguel_Cotto_0001.png,../data/features_cleaner/Miguel_Cotto_0001.npy,False,M,M,sample_images/Amer_al-Saadi_0004_pemiu.png,F
2725,../data/lfw_align/Amy_Brenneman/Amy_Brenneman_0001.png,../data/features_cleaner/Amy_Brenneman_0001.npy,../data/lfw_align/Russell_Coutts/Russell_Coutts_0002.png,../data/features_cleaner/Russell_Coutts_0002.npy,False,F,F,sample_images/Amy_Brenneman_0001_pemiu.png,F
2726,../data/lfw_align/Amy_Brenneman/Amy_Brenneman_0001.png,../data/features_cleaner/Amy_Brenneman_0001.npy,../data/lfw_align/Terje_Roed-Larsen/Terje_Roed-Larsen_0001.png,../data/features_cleaner/Terje_Roed-Larsen_0001.npy,False,F,F,sample_images/Amy_Brenneman_0001_pemiu.png,F
2727,../data/lfw_align/Andrew_Firestone/Andrew_Firestone_0001.png,../data/features_cleaner/Andrew_Firestone_0001.npy,../data/lfw_align/Harry_Schmidt/Harry_Schmidt_0004.png,../data/features_cleaner/Harry_Schmidt_0004.npy,False,M,M,sample_images/Andrew_Firestone_0001_pemiu.png,F
2728,../data/lfw_align/Andrew_Firestone/Andrew_Firestone_0001.png,../data/features_cleaner/Andrew_Firestone_0001.npy,../data/lfw_align/Ian_Campbell/Ian_Campbell_0001.png,../data/features_cleaner/Ian_Campbell_0001.npy,False,M,M,sample_images/Andrew_Firestone_0001_pemiu.png,F
2729,../data/lfw_align/Andrew_Firestone/Andrew_Firestone_0001.png,../data/features_cleaner/Andrew_Firestone_0001.npy,../data/lfw_align/Jose_Acasuso/Jose_Acasuso_0001.png,../data/features_cleaner/Jose_Acasuso_0001.npy,False,M,M,sample_images/Andrew_Firestone_0001_pemiu.png,F
2730,../data/lfw_align/Andrew_Firestone/Andrew_Firestone_0001.png,../data/features_cleaner/Andrew_Firestone_0001.npy,../data/lfw_align/Omar_Sharif/Omar_Sharif_0004.png,../data/features_cleaner/Omar_Sharif_0004.npy,False,M,M,sample_images/Andrew_Firestone_0001_pemiu.png,F
2731,../data/lfw_align/Andy_Graves/Andy_Graves_0001.png,../data/features_cleaner/Andy_Graves_0001.npy,../data/lfw_align/Gil_de_Ferran/Gil_de_Ferran_0001.png,../data/features_cleaner/Gil_de_Ferran_0001.npy,False,M,M,sample_images/Andy_Graves_0001_pemiu.png,F
2732,../data/lfw_align/Angela_Alvarado_Rosa/Angela_Alvarado_Rosa_0001.png,../data/features_cleaner/Angela_Alvarado_Rosa_0001.npy,../data/lfw_align/Gerald_Calabrese/Gerald_Calabrese_0001.png,../data/features_cleaner/Gerald_Calabrese_0001.npy,False,F,F,sample_images/Angela_Alvarado_Rosa_0001_pemiu.png,F
2733,../data/lfw_align/Angela_Alvarado_Rosa/Angela_Alvarado_Rosa_0001.png,../data/features_cleaner/Angela_Alvarado_Rosa_0001.npy,../data/lfw_align/Jeffrey_Jones/Jeffrey_Jones_0001.png,../data/features_cleaner/Jeffrey_Jones_0001.npy,False,F,F,sample_images/Angela_Alvarado_Rosa_0001_pemiu.png,F
2734,../data/lfw_align/Anneli_Jaatteenmaki/Anneli_Jaatteenmaki_0002.png,../data/features_cleaner/Anneli_Jaatteenmaki_0002.npy,../data/lfw_align/Eric_Robert_Rudolph/Eric_Robert_Rudolph_0002.png,../data/features_cleaner/Eric_Robert_Rudolph_0002.npy,False,F,F,sample_images/Anneli_Jaatteenmaki_0002_pemiu.png,F
2735,../data/lfw_align/Anneli_Jaatteenmaki/Anneli_Jaatteenmaki_0002.png,../data/features_cleaner/Anneli_Jaatteenmaki_0002.npy,../data/lfw_align/Gerry_Adams/Gerry_Adams_0006.png,../data/features_cleaner/Gerry_Adams_0006.npy,False,F,F,sample_images/Anneli_Jaatteenmaki_0002_pemiu.png,F
2736,../data/lfw_align/Anneli_Jaatteenmaki/Anneli_Jaatteenmaki_0002.png,../data/features_cleaner/Anneli_Jaatteenmaki_0002.npy,../data/lfw_align/Jorge_Marquez-Ruarte/Jorge_Marquez-Ruarte_0001.png,../data/features_cleaner/Jorge_Marquez-Ruarte_0001.npy,False,F,F,sample_images/Anneli_Jaatteenmaki_0002_pemiu.png,F
2737,../data/lfw_align/Anthony_Corso/Anthony_Corso_0001.png,../data/features_cleaner/Anthony_Corso_0001.npy,../data/lfw_align/Johnny_Benson/Johnny_Benson_0001.png,../data/features_cleaner/Johnny_Benson_0001.npy,False,M,M,sample_images/Anthony_Corso_0001_pemiu.png,M
2738,../data/lfw_align/Anthony_Corso/Anthony_Corso_0001.png,../data/features_cleaner/Anthony_Corso_0001.npy,../data/lfw_align/Ray_Allen/Ray_Allen_0003.png,../data/features_cleaner/Ray_Allen_0003.npy,False,M,M,sample_images/Anthony_Corso_0001_pemiu.png,M
2739,../data/lfw_align/Anthony_Pico/Anthony_Pico_0001.png,../data/features_cleaner/Anthony_Pico_0001.npy,../data/lfw_align/Stephanie_Cohen_Aloro/Stephanie_Cohen_Aloro_0001.png,../data/features_cleaner/Stephanie_Cohen_Aloro_0001.npy,False,M,M,sample_images/Anthony_Pico_0001_pemiu.png,M
2740,../data/lfw_align/Ari_Fleischer/Ari_Fleischer_0001.png,../data/features_cleaner/Ari_Fleischer_0001.npy,../data/lfw_align/Razali_Ismail/Razali_Ismail_0001.png,../data/features_cleaner/Razali_Ismail_0001.npy,False,M,M,sample_images/Ari_Fleischer_0001_pemiu.png,M
2741,../data/lfw_align/Ari_Fleischer/Ari_Fleischer_0009.png,../data/features_cleaner/Ari_Fleischer_0009.npy,../data/lfw_align/Jean-Marc_de_La_Sabliere/Jean-Marc_de_La_Sabliere_0002.png,../data/features_cleaner/Jean-Marc_de_La_Sabliere_0002.npy,False,M,M,sample_images/Ari_Fleischer_0009_pemiu.png,M
2742,../data/lfw_align/Arianna_Huffington/Arianna_Huffington_0004.png,../data/features_cleaner/Arianna_Huffington_0004.npy,../data/lfw_align/Philippe_Gagnon/Philippe_Gagnon_0001.png,../data/features_cleaner/Philippe_Gagnon_0001.npy,False,F,F,sample_images/Arianna_Huffington_0004_pemiu.png,M
2743,../data/lfw_align/Arnaud_Clement/Arnaud_Clement_0001.png,../data/features_cleaner/Arnaud_Clement_0001.npy,../data/lfw_align/Jeffrey_Jones/Jeffrey_Jones_0002.png,../data/features_cleaner/Jeffrey_Jones_0002.npy,False,M,M,sample_images/Arnaud_Clement_0001_pemiu.png,M
2744,../data/lfw_align/Arnaud_Clement/Arnaud_Clement_0001.png,../data/features_cleaner/Arnaud_Clement_0001.npy,../data/lfw_align/King_Gyanendra/King_Gyanendra_0001.png,../data/features_cleaner/King_Gyanendra_0001.npy,False,M,M,sample_images/Arnaud_Clement_0001_pemiu.png,M
2745,../data/lfw_align/Arnaud_Clement/Arnaud_Clement_0002.png,../data/features_cleaner/Arnaud_Clement_0002.npy,../data/lfw_align/Grady_Irvin_Jr/Grady_Irvin_Jr_0002.png,../data/features_cleaner/Grady_Irvin_Jr_0002.npy,False,M,M,sample_images/Arnaud_Clement_0002_pemiu.png,F
2746,../data/lfw_align/Arnold_Scott/Arnold_Scott_0001.png,../data/features_cleaner/Arnold_Scott_0001.npy,../data/lfw_align/Randy_Dryer/Randy_Dryer_0001.png,../data/features_cleaner/Randy_Dryer_0001.npy,False,M,M,sample_images/Arnold_Scott_0001_pemiu.png,F
2747,../data/lfw_align/Art_Howe/Art_Howe_0002.png,../data/features_cleaner/Art_Howe_0002.npy,../data/lfw_align/Luciano_Bovicelli/Luciano_Bovicelli_0001.png,../data/features_cleaner/Luciano_Bovicelli_0001.npy,False,M,M,sample_images/Art_Howe_0002_pemiu.png,F
2748,../data/lfw_align/Art_Howe/Art_Howe_0003.png,../data/features_cleaner/Art_Howe_0003.npy,../data/lfw_align/Teresa_Worbis/Teresa_Worbis_0001.png,../data/features_cleaner/Teresa_Worbis_0001.npy,False,M,M,sample_images/Art_Howe_0003_pemiu.png,F
2749,../data/lfw_align/Artieas_Shanks/Artieas_Shanks_0001.png,../data/features_cleaner/Artieas_Shanks_0001.npy,../data/lfw_align/Derek_King/Derek_King_0001.png,../data/features_cleaner/Derek_King_0001.npy,False,M,F,sample_images/Artieas_Shanks_0001_pemiu.png,M
2750,../data/lfw_align/Astrid_Betancourt/Astrid_Betancourt_0001.png,../data/features_cleaner/Astrid_Betancourt_0001.npy,../data/lfw_align/Frederick_Madden/Frederick_Madden_0001.png,../data/features_cleaner/Frederick_Madden_0001.npy,False,F,F,sample_images/Astrid_Betancourt_0001_pemiu.png,F
2751,../data/lfw_align/Barbara_De_Brun/Barbara_De_Brun_0001.png,../data/features_cleaner/Barbara_De_Brun_0001.npy,../data/lfw_align/Cosmo_Iacavazzi/Cosmo_Iacavazzi_0001.png,../data/features_cleaner/Cosmo_Iacavazzi_0001.npy,False,F,F,sample_images/Barbara_De_Brun_0001_pemiu.png,F
2752,../data/lfw_align/Barry_Collier/Barry_Collier_0001.png,../data/features_cleaner/Barry_Collier_0001.npy,../data/lfw_align/Narendra_Modi/Narendra_Modi_0001.png,../data/features_cleaner/Narendra_Modi_0001.npy,False,M,M,sample_images/Barry_Collier_0001_pemiu.png,F
2753,../data/lfw_align/Ben_Affleck/Ben_Affleck_0003.png,../data/features_cleaner/Ben_Affleck_0003.npy,../data/lfw_align/Patricia_Hearst/Patricia_Hearst_0001.png,../data/features_cleaner/Patricia_Hearst_0001.npy,False,M,M,sample_images/Ben_Affleck_0003_pemiu.png,M
2754,../data/lfw_align/Ben_Affleck/Ben_Affleck_0004.png,../data/features_cleaner/Ben_Affleck_0004.npy,../data/lfw_align/Daniel_Scioli/Daniel_Scioli_0001.png,../data/features_cleaner/Daniel_Scioli_0001.npy,False,M,M,sample_images/Ben_Affleck_0004_pemiu.png,F
2755,../data/lfw_align/Ben_Affleck/Ben_Affleck_0007.png,../data/features_cleaner/Ben_Affleck_0007.npy,../data/lfw_align/Marcio_de_Souza/Marcio_de_Souza_0001.png,../data/features_cleaner/Marcio_de_Souza_0001.npy,False,M,M,sample_images/Ben_Affleck_0007_pemiu.png,F
2756,../data/lfw_align/Ben_Broussard/Ben_Broussard_0001.png,../data/features_cleaner/Ben_Broussard_0001.npy,../data/lfw_align/Rudi_Voeller/Rudi_Voeller_0001.png,../data/features_cleaner/Rudi_Voeller_0001.npy,False,M,M,sample_images/Ben_Broussard_0001_pemiu.png,F
2757,../data/lfw_align/Betsy_Smith/Betsy_Smith_0002.png,../data/features_cleaner/Betsy_Smith_0002.npy,../data/lfw_align/Steven_Kinlock/Steven_Kinlock_0001.png,../data/features_cleaner/Steven_Kinlock_0001.npy,False,F,F,sample_images/Betsy_Smith_0002_pemiu.png,M
2758,../data/lfw_align/Betty_Williams/Betty_Williams_0001.png,../data/features_cleaner/Betty_Williams_0001.npy,../data/lfw_align/Mary_Catherine_Correll/Mary_Catherine_Correll_0001.png,../data/features_cleaner/Mary_Catherine_Correll_0001.npy,False,F,F,sample_images/Betty_Williams_0001_pemiu.png,F
2759,../data/lfw_align/Bianca_Jagger/Bianca_Jagger_0001.png,../data/features_cleaner/Bianca_Jagger_0001.npy,../data/lfw_align/Dario_Camuffo/Dario_Camuffo_0001.png,../data/features_cleaner/Dario_Camuffo_0001.npy,False,F,F,sample_images/Bianca_Jagger_0001_pemiu.png,F
2760,../data/lfw_align/Bianca_Jagger/Bianca_Jagger_0001.png,../data/features_cleaner/Bianca_Jagger_0001.npy,../data/lfw_align/Fabricio_Oberto/Fabricio_Oberto_0001.png,../data/features_cleaner/Fabricio_Oberto_0001.npy,False,F,F,sample_images/Bianca_Jagger_0001_pemiu.png,F
2761,../data/lfw_align/Bill_Callahan/Bill_Callahan_0001.png,../data/features_cleaner/Bill_Callahan_0001.npy,../data/lfw_align/Gina_Gershon/Gina_Gershon_0001.png,../data/features_cleaner/Gina_Gershon_0001.npy,False,M,M,sample_images/Bill_Callahan_0001_pemiu.png,M
2762,../data/lfw_align/Bill_Kollar/Bill_Kollar_0001.png,../data/features_cleaner/Bill_Kollar_0001.npy,../data/lfw_align/Gina_Gershon/Gina_Gershon_0001.png,../data/features_cleaner/Gina_Gershon_0001.npy,False,M,M,sample_images/Bill_Kollar_0001_pemiu.png,F
2763,../data/lfw_align/Bill_Kollar/Bill_Kollar_0001.png,../data/features_cleaner/Bill_Kollar_0001.npy,../data/lfw_align/Jose_Miguel_Aleman/Jose_Miguel_Aleman_0001.png,../data/features_cleaner/Jose_Miguel_Aleman_0001.npy,False,M,M,sample_images/Bill_Kollar_0001_pemiu.png,F
2764,../data/lfw_align/Bill_Kollar/Bill_Kollar_0001.png,../data/features_cleaner/Bill_Kollar_0001.npy,../data/lfw_align/Mae_Jemison/Mae_Jemison_0001.png,../data/features_cleaner/Mae_Jemison_0001.npy,False,M,M,sample_images/Bill_Kollar_0001_pemiu.png,F
2765,../data/lfw_align/Bill_Kollar/Bill_Kollar_0001.png,../data/features_cleaner/Bill_Kollar_0001.npy,../data/lfw_align/Mohammed_Ashraf_Hafiz/Mohammed_Ashraf_Hafiz_0001.png,../data/features_cleaner/Mohammed_Ashraf_Hafiz_0001.npy,False,M,M,sample_images/Bill_Kollar_0001_pemiu.png,F
2766,../data/lfw_align/Bill_Kollar/Bill_Kollar_0001.png,../data/features_cleaner/Bill_Kollar_0001.npy,../data/lfw_align/Patty_Sheehan/Patty_Sheehan_0001.png,../data/features_cleaner/Patty_Sheehan_0001.npy,False,M,M,sample_images/Bill_Kollar_0001_pemiu.png,F
2767,../data/lfw_align/Bill_Parsons/Bill_Parsons_0001.png,../data/features_cleaner/Bill_Parsons_0001.npy,../data/lfw_align/Donna_Barrera/Donna_Barrera_0001.png,../data/features_cleaner/Donna_Barrera_0001.npy,False,M,M,sample_images/Bill_Parsons_0001_pemiu.png,M
2768,../data/lfw_align/Bill_Stein/Bill_Stein_0001.png,../data/features_cleaner/Bill_Stein_0001.npy,../data/lfw_align/Vanessa_Incontrada/Vanessa_Incontrada_0004.png,../data/features_cleaner/Vanessa_Incontrada_0004.npy,False,M,M,sample_images/Bill_Stein_0001_pemiu.png,F
2769,../data/lfw_align/Blythe_Hartley/Blythe_Hartley_0001.png,../data/features_cleaner/Blythe_Hartley_0001.npy,../data/lfw_align/Jackie_Dennis/Jackie_Dennis_0001.png,../data/features_cleaner/Jackie_Dennis_0001.npy,False,F,M,sample_images/Blythe_Hartley_0001_pemiu.png,F
2770,../data/lfw_align/Blythe_Hartley/Blythe_Hartley_0002.png,../data/features_cleaner/Blythe_Hartley_0002.npy,../data/lfw_align/Gil_de_Ferran/Gil_de_Ferran_0002.png,../data/features_cleaner/Gil_de_Ferran_0002.npy,False,F,M,sample_images/Blythe_Hartley_0002_pemiu.png,F
2771,../data/lfw_align/Bob_Curtis/Bob_Curtis_0001.png,../data/features_cleaner/Bob_Curtis_0001.npy,../data/lfw_align/Helen_Clark/Helen_Clark_0001.png,../data/features_cleaner/Helen_Clark_0001.npy,False,M,M,sample_images/Bob_Curtis_0001_pemiu.png,M
2772,../data/lfw_align/Bob_Huggins/Bob_Huggins_0003.png,../data/features_cleaner/Bob_Huggins_0003.npy,../data/lfw_align/Sylvester_Stallone/Sylvester_Stallone_0002.png,../data/features_cleaner/Sylvester_Stallone_0002.npy,False,M,M,sample_images/Bob_Huggins_0003_pemiu.png,F
2773,../data/lfw_align/Bobby_Goldwater/Bobby_Goldwater_0001.png,../data/features_cleaner/Bobby_Goldwater_0001.npy,../data/lfw_align/John_Moxley/John_Moxley_0001.png,../data/features_cleaner/John_Moxley_0001.npy,False,M,M,sample_images/Bobby_Goldwater_0001_pemiu.png,M
2774,../data/lfw_align/Bobby_Goldwater/Bobby_Goldwater_0001.png,../data/features_cleaner/Bobby_Goldwater_0001.npy,../data/lfw_align/Ulrich_Kueperkoch/Ulrich_Kueperkoch_0001.png,../data/features_cleaner/Ulrich_Kueperkoch_0001.npy,False,M,M,sample_images/Bobby_Goldwater_0001_pemiu.png,M
2775,../data/lfw_align/Bono/Bono_0003.png,../data/features_cleaner/Bono_0003.npy,../data/lfw_align/Ian_Huntley/Ian_Huntley_0001.png,../data/features_cleaner/Ian_Huntley_0001.npy,False,M,M,sample_images/Bono_0003_pemiu.png,F
2776,../data/lfw_align/Brad_Garrett/Brad_Garrett_0001.png,../data/features_cleaner/Brad_Garrett_0001.npy,../data/lfw_align/Hoda_Asfor/Hoda_Asfor_0001.png,../data/features_cleaner/Hoda_Asfor_0001.npy,False,M,M,sample_images/Brad_Garrett_0001_pemiu.png,F
2777,../data/lfw_align/Brad_Garrett/Brad_Garrett_0004.png,../data/features_cleaner/Brad_Garrett_0004.npy,../data/lfw_align/Wang_Nan/Wang_Nan_0001.png,../data/features_cleaner/Wang_Nan_0001.npy,False,M,M,sample_images/Brad_Garrett_0004_pemiu.png,F
2778,../data/lfw_align/Brandon_Hammond/Brandon_Hammond_0001.png,../data/features_cleaner/Brandon_Hammond_0001.npy,../data/lfw_align/Thomas_Kelly/Thomas_Kelly_0001.png,../data/features_cleaner/Thomas_Kelly_0001.npy,False,M,M,sample_images/Brandon_Hammond_0001_pemiu.png,F
2779,../data/lfw_align/Brandon_Robinson/Brandon_Robinson_0001.png,../data/features_cleaner/Brandon_Robinson_0001.npy,../data/lfw_align/Giovanny_Cordoba/Giovanny_Cordoba_0001.png,../data/features_cleaner/Giovanny_Cordoba_0001.npy,False,M,M,sample_images/Brandon_Robinson_0001_pemiu.png,F
2780,../data/lfw_align/Brandon_Robinson/Brandon_Robinson_0001.png,../data/features_cleaner/Brandon_Robinson_0001.npy,../data/lfw_align/Michael_Linscott/Michael_Linscott_0001.png,../data/features_cleaner/Michael_Linscott_0001.npy,False,M,M,sample_images/Brandon_Robinson_0001_pemiu.png,F
2781,../data/lfw_align/Brandon_Robinson/Brandon_Robinson_0001.png,../data/features_cleaner/Brandon_Robinson_0001.npy,../data/lfw_align/Shi_Guangsheng/Shi_Guangsheng_0001.png,../data/features_cleaner/Shi_Guangsheng_0001.npy,False,M,M,sample_images/Brandon_Robinson_0001_pemiu.png,F
2782,../data/lfw_align/Brendan_Stai/Brendan_Stai_0001.png,../data/features_cleaner/Brendan_Stai_0001.npy,../data/lfw_align/Dan_Guerrero/Dan_Guerrero_0001.png,../data/features_cleaner/Dan_Guerrero_0001.npy,False,M,M,sample_images/Brendan_Stai_0001_pemiu.png,M
2783,../data/lfw_align/Brett_Boone/Brett_Boone_0001.png,../data/features_cleaner/Brett_Boone_0001.npy,../data/lfw_align/Jean-Marc_de_La_Sabliere/Jean-Marc_de_La_Sabliere_0001.png,../data/features_cleaner/Jean-Marc_de_La_Sabliere_0001.npy,False,M,M,sample_images/Brett_Boone_0001_pemiu.png,F
2784,../data/lfw_align/Brett_Boone/Brett_Boone_0001.png,../data/features_cleaner/Brett_Boone_0001.npy,../data/lfw_align/Teresa_Worbis/Teresa_Worbis_0001.png,../data/features_cleaner/Teresa_Worbis_0001.npy,False,M,M,sample_images/Brett_Boone_0001_pemiu.png,F
2785,../data/lfw_align/Brian_Billick/Brian_Billick_0001.png,../data/features_cleaner/Brian_Billick_0001.npy,../data/lfw_align/Ian_Huntley/Ian_Huntley_0001.png,../data/features_cleaner/Ian_Huntley_0001.npy,False,M,M,sample_images/Brian_Billick_0001_pemiu.png,F
2786,../data/lfw_align/Brian_Billick/Brian_Billick_0001.png,../data/features_cleaner/Brian_Billick_0001.npy,../data/lfw_align/John_Wayne/John_Wayne_0001.png,../data/features_cleaner/John_Wayne_0001.npy,False,M,M,sample_images/Brian_Billick_0001_pemiu.png,F
2787,../data/lfw_align/Brian_Billick/Brian_Billick_0001.png,../data/features_cleaner/Brian_Billick_0001.npy,../data/lfw_align/Stephanie_Moore/Stephanie_Moore_0001.png,../data/features_cleaner/Stephanie_Moore_0001.npy,False,M,M,sample_images/Brian_Billick_0001_pemiu.png,F
2788,../data/lfw_align/Brian_Olson/Brian_Olson_0001.png,../data/features_cleaner/Brian_Olson_0001.npy,../data/lfw_align/Roberto_Tovar/Roberto_Tovar_0001.png,../data/features_cleaner/Roberto_Tovar_0001.npy,False,M,M,sample_images/Brian_Olson_0001_pemiu.png,F
2789,../data/lfw_align/Bud_Selig/Bud_Selig_0001.png,../data/features_cleaner/Bud_Selig_0001.npy,../data/lfw_align/Franz_Fischler/Franz_Fischler_0001.png,../data/features_cleaner/Franz_Fischler_0001.npy,False,M,M,sample_images/Bud_Selig_0001_pemiu.png,M
2790,../data/lfw_align/Bud_Selig/Bud_Selig_0003.png,../data/features_cleaner/Bud_Selig_0003.npy,../data/lfw_align/John_Duprey/John_Duprey_0001.png,../data/features_cleaner/John_Duprey_0001.npy,False,M,M,sample_images/Bud_Selig_0003_pemiu.png,F
2791,../data/lfw_align/Carla_Moreno/Carla_Moreno_0001.png,../data/features_cleaner/Carla_Moreno_0001.npy,../data/lfw_align/Suzanne_Torrance/Suzanne_Torrance_0001.png,../data/features_cleaner/Suzanne_Torrance_0001.npy,False,F,M,sample_images/Carla_Moreno_0001_pemiu.png,F
2792,../data/lfw_align/Carla_Moreno/Carla_Moreno_0001.png,../data/features_cleaner/Carla_Moreno_0001.npy,../data/lfw_align/Tang_Jiaxuan/Tang_Jiaxuan_0003.png,../data/features_cleaner/Tang_Jiaxuan_0003.npy,False,F,M,sample_images/Carla_Moreno_0001_pemiu.png,F
2793,../data/lfw_align/Carlos_Beltran/Carlos_Beltran_0001.png,../data/features_cleaner/Carlos_Beltran_0001.npy,../data/lfw_align/Ulrich_Kueperkoch/Ulrich_Kueperkoch_0001.png,../data/features_cleaner/Ulrich_Kueperkoch_0001.npy,False,M,M,sample_images/Carlos_Beltran_0001_pemiu.png,F
2794,../data/lfw_align/Carlos_Ghosn/Carlos_Ghosn_0001.png,../data/features_cleaner/Carlos_Ghosn_0001.npy,../data/lfw_align/Jim_Paxson/Jim_Paxson_0001.png,../data/features_cleaner/Jim_Paxson_0001.npy,False,M,M,sample_images/Carlos_Ghosn_0001_pemiu.png,F
2795,../data/lfw_align/Carlos_Ghosn/Carlos_Ghosn_0002.png,../data/features_cleaner/Carlos_Ghosn_0002.npy,../data/lfw_align/Ray_Allen/Ray_Allen_0003.png,../data/features_cleaner/Ray_Allen_0003.npy,False,M,M,sample_images/Carlos_Ghosn_0002_pemiu.png,F
2796,../data/lfw_align/Carlton_Dotson/Carlton_Dotson_0001.png,../data/features_cleaner/Carlton_Dotson_0001.npy,../data/lfw_align/Jim_Paxson/Jim_Paxson_0001.png,../data/features_cleaner/Jim_Paxson_0001.npy,False,M,M,sample_images/Carlton_Dotson_0001_pemiu.png,F
2797,../data/lfw_align/Carlton_Dotson/Carlton_Dotson_0001.png,../data/features_cleaner/Carlton_Dotson_0001.npy,../data/lfw_align/Patrick_Bourrat/Patrick_Bourrat_0001.png,../data/features_cleaner/Patrick_Bourrat_0001.npy,False,M,M,sample_images/Carlton_Dotson_0001_pemiu.png,F
2798,../data/lfw_align/Carlton_Dotson/Carlton_Dotson_0001.png,../data/features_cleaner/Carlton_Dotson_0001.npy,../data/lfw_align/Porter_Goss/Porter_Goss_0001.png,../data/features_cleaner/Porter_Goss_0001.npy,False,M,M,sample_images/Carlton_Dotson_0001_pemiu.png,F
2799,../data/lfw_align/Carlton_Dotson/Carlton_Dotson_0001.png,../data/features_cleaner/Carlton_Dotson_0001.npy,../data/lfw_align/Vyacheslav_Fetisov/Vyacheslav_Fetisov_0001.png,../data/features_cleaner/Vyacheslav_Fetisov_0001.npy,False,M,M,sample_images/Carlton_Dotson_0001_pemiu.png,F
